id,company,department,age,age_when_joined,years_in_the_company,salary,annual_bonus,prior_years_experience,full_time,part_time,contractor
37615,Cheerper,BigData,44,42,3,73471.84919,9000,5,0.298268383,0.758341712,0
37616,Glasses,AI,30,22,4,107304.2452,18076.29871,5,1,0.387630454,0
37617,Pear,Design,30,22,9,87073.6411,18733.51031,1,0.496555224,0.417648181,0.085591204
37618,Pear,Sales,45,39,6,81688.62284,23843.5567,1,0.276566561,0.128362449,0.594666828
37619,Glasses,AI,30,25,3,78659.5969,17872.19978,4,0.477468977,0.017738733,0.504978715
37620,Pear,Design,44,37,7,78985.35071,14786.11706,3,0.621834753,0.025834729,0.352122598
37621,Glasses,Search Engine,30,22,9,45442.09564,19543.82534,2,0.320710883,0.817291766,0
37622,Glasses,Search Engine,40,37,3,85643.55897,15528.57572,3,0.217203391,0.084920326,0.698183479
37623,Glasses,BigData,32,25,7,48879.72289,9000,5,0.308761676,0.116955068,0.574187061
37624,Glasses,Design,49,48,1,152157.9685,14673.19711,3,0.810441344,0,0.563973229
37625,Glasses,Search Engine,30,25,5,58816.92443,17192.41969,4,0.334994121,0.49455237,0.170553913
37626,Pear,Sales,30,25,6,61347.38743,14354.99668,3,0.517457293,0,0.687601661
37627,Pear,Sales,42,39,4,68642.84082,9899.639496,3,0.52686651,0,0.665723887
37628,Glasses,BigData,30,22,8,57036.85844,21919.10836,2,0.016596628,0.559371546,0.423722285
37629,Cheerper,BigData,42,36,6,44427.73028,9360.843941,4,0,0.452525219,0.802080402
37630,Glasses,AI,30,22,8,110645.6485,20968.74466,2,0.811639269,0.702423322,0
37631,Cheerper,Support,40,35,5,103123.4175,19022.88733,3,0.380059808,1,0
37632,Cheerper,BigData,49,37,9,49125.51971,22051.36002,1,0,1,0.123951991
37633,Pear,Sales,44,33,9,44876.95745,14892.88128,1,0.360017266,0.449741258,0.190528506
37634,Pear,Design,46,45,1,118552.9517,19166.66331,2,0.461294435,0,0.811869644
37635,Glasses,Design,49,48,1,113414.2408,14574.56634,2,0.508230479,0,0.555585571
37636,Pear,Sales,39,35,4,84056.9617,24792.91,1,0.39283044,0,1
37637,Pear,Sales,49,48,1,141793.6564,15380.97198,3,0.789154574,0,1
37638,Glasses,AI,36,31,5,40000,17559.14445,3,0.062092778,0.480225054,0.45799782
37639,Cheerper,Support,44,37,7,90300.11329,14186.42685,3,0.137437131,1,0
37640,Glasses,AI,35,30,5,84397.26964,14598.28311,3,0.588221899,0.375728623,0.035953396
37641,Glasses,AI,34,23,9,80489.84637,17664.60099,2,0.556784015,0.714028125,0
37642,Pear,Sales,37,34,3,100432.0673,13780.62344,3,0.712652435,0,0.709070507
37643,Glasses,BigData,37,32,6,43881.71528,16197.1864,2,0,0.44133236,0.965587917
37644,Cheerper,BigData,36,35,1,54366.08893,12487.93312,4,0,0.910358259,0.234300649
37645,Glasses,BigData,45,42,2,54323.44591,9000,4,0.045874617,0.479271634,0.474893134
37646,Glasses,Search Engine,38,34,3,40000,16349.0668,1,0,0.145796591,1
37647,Glasses,BigData,46,42,5,59350.59062,20733.82037,1,0,0.985428323,0.405749548
37648,Glasses,AI,37,30,7,112408.6306,19155.83804,2,0.922923007,0,0.079625276
37649,Cheerper,Support,37,28,8,42511.92029,17664.5938,2,0,1,0.01667434
37650,Glasses,Search Engine,41,36,4,87787.32394,16172.69672,3,0.482015586,0.574777172,0
37651,Glasses,AI,44,39,5,68742.81003,21200.19179,3,0.24694881,0.182933754,0.570008518
37652,Pear,Sales,40,35,5,149436.3744,19171.19595,2,0.959957375,0,0.41797556
37653,Pear,Design,44,43,1,46661.09512,17485.0206,3,0,0.072393717,1
37654,Cheerper,BigData,30,22,9,79814.11006,16298.4494,4,0.449926805,0.837923932,0
37655,Pear,Sales,42,38,4,114444.223,20269.89187,1,0.895194933,0,0.109304612
37656,Cheerper,BigData,38,27,9,100615.7342,12920.55528,3,0.868597165,0.633190899,0
37657,Glasses,Search Engine,38,34,4,57133.40842,20584.76465,2,0,0.389351659,0.687576255
37658,Glasses,Search Engine,39,39,1,77306.71837,10034.39907,5,0.253073592,0.141827596,0.604713828
37659,Glasses,AI,30,22,9,74634.08304,22537.72673,2,0.476793212,0.487994337,0.035078025
37660,Glasses,AI,37,34,3,96842.64046,13875.42983,3,0.433106136,0.320161895,0.246913235
37661,Glasses,Search Engine,39,35,4,61329.81004,9000,4,0.067800492,0.483040681,0.448848694
37662,Glasses,Search Engine,30,22,7,49618.19976,16253.81376,3,0.445206953,0.400554295,0.154131459
37663,Pear,AI,30,24,4,62527.96951,11144.63473,4,0.047108381,0,1
37664,Glasses,AI,40,33,8,78397.92647,24792.91,1,0.0642869,0.57102269,0.364539171
37665,Pear,Sales,36,35,2,115167.4001,21474.07778,2,0.604866126,0,0.908770392
37666,Glasses,BigData,35,30,5,60763.81772,19389.5367,3,0.021116299,0.630189058,0.34924798
37667,Pear,Design,45,38,6,101317.9206,23118.16859,1,0.39753493,0,1
37668,Glasses,Search Engine,39,38,1,105400.3589,24792.91,1,0,0.701509911,0.44353523
37669,Pear,Design,37,37,1,81021.84762,9332.271268,5,0.61127108,0,0.817963957
37670,Glasses,AI,48,43,5,79639.05923,18704.14858,2,0.162258757,0.070172924,0.767408763
37671,Glasses,Search Engine,32,22,9,54697.5957,15959.68643,1,0.120652987,0.383062085,0.49629606
37672,Glasses,AI,44,40,4,73961.10667,18755.76693,2,0.416583571,0.611847076,0
37673,Pear,Design,34,31,3,83991.40362,14966.59674,4,0.599185005,0,0.922167142
37674,Cheerper,Support,32,29,3,54115.78395,18089.66543,3,0,0.400705641,1
37675,Pear,Design,35,33,3,40000,24792.91,1,0,0.159860778,1
37676,Cheerper,BigData,41,38,3,102555.3455,15432.52391,3,0.300019211,0.51132347,0.188884247
37677,Pear,AI,36,32,5,70877.18637,17026.87893,3,0.439757178,0.022788392,0.537767412
37678,Pear,Sales,30,22,9,136549.5752,16639.08053,2,1,0.074203536,0
37679,Pear,Sales,38,35,3,146358.7792,20643.94528,2,0.966148434,0,0.574885152
37680,Cheerper,Support,30,23,5,52356.25547,18640.84663,3,0,1,0
37681,Cheerper,BigData,31,22,9,67150.32825,24049.52865,1,0.117449056,1,0
37682,Glasses,Search Engine,39,33,5,88343.67666,19384.86208,2,0.433070307,0.774608239,0
37683,Glasses,BigData,34,29,5,54417.67228,15529.90679,3,0,0.650534809,0.578564958
37684,Glasses,Design,36,29,7,140032.0494,14584.36257,3,1,0,0
37685,Glasses,AI,44,35,8,91862.78992,15594.52833,2,0.68259089,0.295995101,0.021297777
37686,Pear,Sales,48,48,1,153000,18450.48011,2,1,0,0.14433176
37687,Glasses,Design,39,32,7,128980.6507,20817.34717,2,0.901445429,0,0.222719353
37688,Glasses,AI,46,40,5,62999.10687,24275.78308,1,0,0.268290627,0.910464999
37689,Pear,AI,34,30,3,72925.19168,13948.70246,4,0.502306799,0,0.503892152
37690,Pear,Sales,41,39,2,88304.65741,18169.1655,3,0.504677979,0,0.682531023
37691,Pear,AI,47,47,1,72903.78393,14574.58959,5,0.60847413,0,0.793460426
37692,Glasses,Design,34,28,6,113112.7585,12926.17509,2,0.697529461,0.416343641,0
37693,Glasses,Design,36,33,3,97086.44686,17910.96348,2,0.72681095,0.211140855,0.06227999
37694,Cheerper,BigData,48,45,4,84193.81501,13530.13631,3,0.071223633,0.657520758,0.271405196
37695,Cheerper,BigData,39,35,4,87511.79138,22151.30866,2,0,0.62885225,0.432740498
37696,Cheerper,Support,41,35,5,40000,17265.87116,2,0,0.937022868,0.428583256
37697,Glasses,AI,40,36,4,105746.8985,14661.16434,2,0.31766305,0.16039968,0.521951012
37698,Glasses,Design,49,48,2,72102.86704,21205.02773,1,0.02606225,0.051323228,0.922906985
37699,Pear,AI,37,29,8,44491.94979,12347.63729,4,0.352310742,0.225858612,0.422168449
37700,Glasses,Support,37,30,7,40000,17739.40609,3,0,0.864497009,0.590559014
37701,Pear,Design,33,28,5,94252.35467,24792.91,1,0.261868762,0,0.97250768
37702,Cheerper,BigData,49,46,5,97197.20381,17498.39101,2,0.065339583,0.924121952,0.010436705
37703,Pear,Sales,45,46,1,87087.39941,19526.53605,2,0.398701182,0,1
37704,Cheerper,BigData,36,28,7,70862.93008,18149.41618,3,0.285404009,1,0
37705,Glasses,AI,37,34,2,70801.66099,21480.02561,2,0.017322533,0.145805209,0.836635517
37706,Pear,Design,40,36,4,85569.17392,22420.57377,1,0.14603057,0.171677356,0.682177542
37707,Glasses,BigData,49,48,1,40000,13039.85107,5,0,0.205913938,1
37708,Glasses,Search Engine,36,27,8,42702.43403,24792.91,1,0,0.734831837,0.390542782
37709,Glasses,AI,32,30,1,70817.20018,23492.30789,1,0,0.621252693,0.432342545
37710,Glasses,AI,30,24,4,102012.5016,22030.74335,2,0.74371202,0.442243473,0
37711,Glasses,AI,42,35,7,99346.02779,22268.73416,2,0.533042147,0.486579494,0
37712,Glasses,Search Engine,37,31,6,95307.30395,24792.91,2,0.294294872,0.261578565,0.444254733
37713,Pear,Sales,37,30,7,126359.4314,24792.91,1,0.745166897,0,0.467019574
37714,Glasses,AI,42,40,2,127803.2166,18403.67451,3,0.792949452,0,0.207639104
37715,Glasses,Design,34,25,9,72623.31314,16896.07274,3,0.973062122,0.237900371,0
37716,Glasses,AI,31,27,4,129657.6251,11651.08503,4,0.973950923,0.053045969,0
37717,Cheerper,Support,49,42,7,40000,21836.86664,2,0,1,0
37718,Cheerper,BigData,37,26,9,70866.98917,17070.5974,2,0.163211107,0.750354998,0.086099612
37719,Cheerper,BigData,44,41,2,55785.83548,19356.39071,2,0,0.403521022,0.975505493
37720,Glasses,AI,42,41,2,126410.3868,19247.69519,1,0.309868517,0.0546016,0.635442814
37721,Cheerper,Support,33,30,3,49337.49251,16461.32851,4,0,0.777945702,0.254930973
37722,Cheerper,Support,40,33,7,92228.94843,14845.71479,3,0.440305466,0.932294092,0
37723,Cheerper,BigData,46,45,2,42983.42236,13237.82554,3,0,0.531132189,0.7187139
37724,Glasses,Design,49,44,5,86305.16006,20225.61533,1,0.026887688,0.302634811,0.670240866
37725,Cheerper,Support,34,34,1,72307.02434,23818.46805,3,0,0.894608881,0.286961292
37726,Glasses,Design,30,23,7,88964.68487,18570.67567,2,0.72101243,0.04211049,0.237024512
37727,Glasses,AI,38,31,7,100253.123,22978.64671,1,0.062664423,0.489426658,0.447519377
37728,Glasses,Search Engine,30,25,5,40000,21551.98926,3,0,0.220910469,1
37729,Pear,AI,30,24,2,86279.46072,20056.83731,3,0.015520495,0,1
37730,Pear,Design,42,38,4,63555.85627,11070.35041,3,0.111066376,0,0.942670211
37731,Pear,Design,42,38,5,138683.5427,13349.42169,3,1,0,0.213877612
37732,Cheerper,BigData,31,25,6,56271.51666,16599.04834,3,0.298885775,0.616234914,0.08549143
37733,Cheerper,Support,40,33,8,80846.47027,18486.46294,3,0.103551332,0.781940289,0.114031174
37734,Pear,Sales,30,24,1,153000,24792.91,2,0.942126676,0,1
37735,Pear,Sales,37,33,4,107251.8498,17785.22912,2,1,0,0.885280066
37736,Cheerper,Support,41,38,3,85017.75523,13534.98974,4,0.299684443,0.681579032,0.018693251
37737,Glasses,Search Engine,41,37,4,58971.77273,19596.51771,2,0,0.221314948,0.784356163
37738,Cheerper,BigData,49,48,7,100210.442,9000,4,0.702982977,0.556160711,0
37739,Glasses,AI,37,37,1,75878.3173,10648.89199,4,0,0,1
37740,Cheerper,BigData,33,26,7,96301.45853,21350.47235,3,0.248781792,0.695659881,0.055665989
37741,Glasses,Design,36,28,7,59645.75578,18865.86527,1,0.161807956,0.406656537,0.43129727
37742,Glasses,Search Engine,30,25,3,78262.12898,18821.48641,4,0.547011427,0.414048582,0.038948254
37743,Glasses,Design,41,36,5,72606.52141,18050.5263,2,0.107854553,0,1
37744,Glasses,BigData,30,22,6,88443.18385,24065.93781,3,0.255808459,0.44599975,0.298024419
37745,Pear,AI,43,45,1,60633.85902,22694.88051,2,0,0.292405204,0.844175829
37746,Glasses,AI,49,46,5,78689.10893,16570.40052,1,0,0.045043843,1
37747,Pear,Sales,47,42,5,113394.5889,24792.91,1,0.453068734,0,0.922658857
37748,Cheerper,Search Engine,49,48,1,82686.83139,9716.882203,5,0.524591795,0.453745218,0.021437876
37749,Glasses,AI,40,38,2,74744.20299,21970.30745,1,0,0.547613539,0.708440567
37750,Cheerper,BigData,49,47,5,117035.0788,14607.24002,2,0.499951104,0.651140634,0
37751,Glasses,BigData,46,48,1,40000,17242.58927,2,0,0.451772531,1
37752,Pear,Sales,39,35,4,125916.0273,12929.14449,3,1,0,0.646368601
37753,Cheerper,Search Engine,34,28,6,132795.8955,17002.40151,3,1,0.351174034,0
37754,Cheerper,Support,49,45,4,47303.47598,10481.72839,3,0,1,0.163680238
37755,Glasses,Search Engine,45,43,2,40000,17637.78255,3,0,0.294772053,0.723609864
37756,Cheerper,Search Engine,35,27,8,129005.2872,17920.14265,3,1,0.516237654,0
37757,Cheerper,Search Engine,44,39,6,81615.4031,18447.16166,3,0.577031716,0.411117064,0.011683673
37758,Pear,Design,30,25,5,68205.00903,24792.91,1,0,0.199122563,1
37759,Pear,Design,30,27,2,133839.4868,22614.73195,2,0.743281658,0.116770887,0.139909471
37760,Pear,Sales,34,24,9,134290.0052,13638.71696,4,1,0,0.197719673
37761,Cheerper,Support,49,48,3,82107.42606,15351.91762,3,0.068869735,0.478534678,0.452839354
37762,Glasses,AI,33,25,8,68506.19825,17710.34618,3,0.238258073,0.117122811,0.644618046
37763,Pear,Sales,30,22,9,94561.72206,24792.91,1,0.519128748,0.227412608,0.253555341
37764,Pear,Sales,41,38,2,125610.7635,23435.79294,1,1,0,0.507745503
37765,Glasses,Design,44,39,5,126077.2225,20520.57861,1,0.611264,0.162604601,0.226584418
37766,Cheerper,Support,34,32,1,79457.6329,19756.0019,3,0,0.488249659,0.756848516
37767,Glasses,AI,36,29,7,83984.73053,21489.57453,2,0.500824273,0.486617755,0.012378444
37768,Glasses,Search Engine,43,36,7,81749.50672,24792.91,1,0.327025737,0.541619421,0.131143534
37769,Glasses,Search Engine,30,22,9,116653.4997,21378.94515,2,0.811086056,0.474150868,0
37770,Glasses,AI,45,41,4,96038.5135,24792.91,1,0,0.311230249,0.755267627
37771,Glasses,AI,40,36,4,41731.53062,9000,5,0.478048433,0.341474468,0.180320604
37772,Glasses,AI,45,38,7,134538.3409,24579.77648,1,0.553289516,0.211244775,0.235768992
37773,Glasses,Search Engine,40,40,1,40000,9000,5,0.03848184,0.069229258,0.892074881
37774,Glasses,AI,49,48,1,63647.06735,19944.56283,2,0.033714713,0.278036404,0.688309123
37775,Cheerper,Support,34,26,8,40000,18775.05687,3,0,1,0.412858333
37776,Glasses,AI,38,33,5,82194.70246,9939.818609,5,0.65213874,0,0.508780369
37777,Glasses,AI,36,29,7,70467.52893,24792.91,1,0.138427672,0.092754981,0.769071608
37778,Glasses,Search Engine,31,29,3,40000,21063.357,3,0,0.330973469,0.688968011
37779,Cheerper,Support,46,41,4,67244.40597,14171.31759,2,0,1,0
37780,Pear,Sales,31,25,6,153000,23773.72963,1,1,0.011096463,0
37781,Pear,Sales,32,27,4,74229.77744,17013.32942,2,0.398683923,0.0753511,0.526005092
37782,Cheerper,BigData,30,22,9,76745.29875,21085.1618,2,0.374562691,1,0
37783,Cheerper,Search Engine,45,45,1,105915.5051,17124.1298,3,0.338845142,0.31362762,0.347628664
37784,Glasses,Search Engine,46,38,8,94991.40149,13277.74978,2,0.4920934,0.317129656,0.190363878
37785,Cheerper,BigData,35,27,8,40000,18915.41582,2,0,1,0.335771061
37786,Cheerper,BigData,30,22,9,74628.47857,22403.80604,3,0.527942833,1,0
37787,Pear,Design,32,25,6,135598.4679,24792.91,1,0.71315893,0,0.407491604
37788,Pear,Design,30,22,5,151680.787,24792.91,1,0.657155576,0,0.439066679
37789,Cheerper,BigData,30,22,9,99845.05587,14731.41644,4,0.588104806,0.65698001,0
37790,Cheerper,Support,45,39,6,67341.27161,22323.05062,1,0.031046487,1,0
37791,Glasses,AI,32,24,8,79496.07869,24792.91,1,0,0.61246576,0.3903876
37792,Pear,AI,34,31,3,46894.1497,22203.41881,1,0,0.079808128,1
37793,Pear,Sales,39,36,3,127315.0584,18271.55375,2,1,0,0.549822932
37794,Glasses,AI,36,33,3,76242.00096,24601.43652,1,0.027785566,0.507351946,0.464811696
37795,Glasses,AI,36,36,1,90433.80315,18443.61359,3,0.060588813,0,1
37796,Cheerper,Search Engine,42,37,5,80578.05649,24792.91,1,0,0.839572662,0.575761029
37797,Pear,Design,39,36,4,106329.7984,17480.98108,1,0.486125819,0,0.76079011
37798,Cheerper,BigData,30,22,9,96049.71115,13711.43558,4,0.859454754,0.753080114,0
37799,Glasses,BigData,40,35,5,79308.57644,22818.58475,2,0.019504122,0.767282041,0.213138488
37800,Pear,Sales,36,33,3,127803.5169,14188.13603,3,1,0,0
37801,Glasses,AI,48,45,3,99318.58025,20648.56957,2,0.521097032,0.47575546,0.002835238
37802,Glasses,Search Engine,30,22,7,75749.7351,14917.37671,3,0.273065232,0.46288818,0.264788202
37803,Pear,AI,34,30,3,88197.6068,16625.18917,2,0.261395213,0.048631121,0.69000636
37804,Glasses,AI,35,36,1,71015.83664,17042.21279,3,0,0,1
37805,Glasses,AI,38,33,5,68565.22773,24792.91,2,0.133230379,0.325828656,0.5406989
37806,Pear,Sales,41,34,6,121690.3804,17365.74522,2,1,0,0.59546051
37807,Glasses,AI,30,22,4,107666.4213,23419.00792,2,0.43944741,0.284108189,0.276429227
37808,Cheerper,BigData,39,34,5,67733.21947,23086.32888,1,0,0.49683998,0.621961417
37809,Cheerper,BigData,48,47,1,86775.42072,24792.91,1,0,0.590994899,1
37810,Pear,Design,30,25,5,100525.9562,24792.91,1,0,0.366026676,0.694973741
37811,Pear,Sales,42,39,4,125669.361,20247.78344,1,0.839934111,0,0.769331248
37812,Glasses,Search Engine,31,22,9,104532.3326,24792.91,1,0.405429707,0.674598161,0
37813,Glasses,AI,30,24,4,113445.8031,10852.1214,5,1,0,0.117018931
37814,Pear,Sales,37,28,9,133345.8754,15459.90903,2,0.97462029,0,0.142014369
37815,Cheerper,BigData,43,40,4,81956.51288,24380.01406,1,0,0.693765338,0.631989295
37816,Glasses,AI,45,39,6,88404.96732,21788.05083,1,0.163547391,0.517172322,0.319237776
37817,Glasses,AI,40,34,6,47831.24762,13035.7866,4,0.44544858,0.239766999,0.31469803
37818,Cheerper,Search Engine,41,37,4,106901.8156,24792.91,1,0.384807849,0.387253056,0.228088953
37819,Pear,Sales,41,38,3,77627.93097,24792.91,1,0,0,1
37820,Pear,Sales,39,39,1,107721.9971,16005.34836,3,0.233320554,0,1
37821,Glasses,AI,46,38,8,63789.0359,20015.67935,1,0,0.567962729,0.446781164
37822,Pear,Sales,34,28,6,149667.3199,22545.94746,1,1,0,0
37823,Pear,Sales,34,35,1,63451.731,20527.78825,3,0.196627369,0,1
37824,Pear,Design,31,27,4,106911.542,24792.91,1,0.16022195,0.084130485,0.756050747
37825,Glasses,AI,31,25,6,49414.79329,15297.22283,5,0.577572413,0,0.432705992
37826,Pear,AI,39,34,5,89090.27873,20857.23919,2,0.279854249,0,1
37827,Glasses,Search Engine,38,34,4,56524.52599,19045.12027,3,0.349160432,0.635686781,0.015504756
37828,Cheerper,Search Engine,43,38,5,93283.69868,24792.91,1,0.270893873,0.748132278,0
37829,Pear,Design,34,25,8,77888.06107,21525.36766,1,0.296283284,0.174003171,0.530523772
37830,Glasses,Design,32,32,1,122327.3104,22433.92815,3,0.755322314,0.087228509,0.157067616
37831,Pear,Design,49,48,1,105670.3294,22778.51307,1,0.245274964,0.067054306,0.68773072
37832,Glasses,Search Engine,38,34,4,85418.62725,9029.383522,5,0.687930617,0.093656445,0.218059707
37833,Glasses,Design,39,32,7,125181.2446,18573.8233,1,0.528880011,0.28898105,0.182244737
37834,Pear,Design,41,42,1,113422.5799,23509.665,1,0.060215794,0,1
37835,Glasses,Design,32,28,4,113625.3632,12039.23931,4,1,0.164710975,0
37836,Cheerper,Search Engine,39,32,8,108586.6667,24653.44008,1,0.571401547,0.898101039,0
37837,Cheerper,BigData,43,39,3,47208.65916,17587.65291,3,0,0.207206209,1
37838,Cheerper,Search Engine,34,29,5,106578.4096,20872.73405,3,0.64598341,0.530402783,0
37839,Glasses,AI,34,31,3,45065.42848,14439.7714,4,0.167982924,0,0.975165395
37840,Pear,AI,31,27,5,42497.85429,24792.91,1,0,0.090167473,1
37841,Glasses,AI,37,32,5,86129.51932,20878.71212,1,0.155235157,0.39073206,0.454525108
37842,Glasses,Search Engine,30,23,3,47602.1571,21498.70927,2,0,0.468702002,0.876021801
37843,Pear,Sales,43,41,2,144309.0601,19322.13906,3,0.961937696,0,1
37844,Cheerper,BigData,39,38,1,66474.99427,11343.4107,5,0.060569959,0.181898573,0.757678744
37845,Glasses,Search Engine,42,40,2,55025.00378,24641.25264,2,0,0.76800922,0.294879885
37846,Cheerper,Search Engine,39,27,9,99431.36623,14021.69607,1,0.195862307,0.741195941,0.062784642
37847,Pear,Design,34,30,4,82719.61541,24792.91,1,0.339277046,0.311738542,0.349166012
37848,Glasses,Design,35,31,4,117703.8574,19924.26479,3,0.864914354,0.064449587,0.070685716
37849,Pear,Design,32,27,4,69050.51501,13660.34876,5,0.559952827,0,0.570827434
37850,Glasses,Search Engine,34,29,5,76138.78062,19395.49011,4,0.398784332,0.141188719,0.459683237
37851,Cheerper,BigData,38,35,3,76729.28821,23848.66315,3,0.006465258,0.663711269,0.329633725
37852,Glasses,Search Engine,30,22,9,109283.038,18441.88329,2,0.778819691,0.525065207,0
37853,Pear,Design,39,39,1,115194.8167,20349.52331,3,0.62118405,0,0.736322324
37854,Pear,Sales,41,38,3,108682.2893,18268.56106,3,0.914254877,0,0.427304849
37855,Pear,Sales,30,22,7,113381.739,21176.85797,2,1,0,0.105487043
37856,Glasses,Search Engine,49,48,1,72831.73781,17945.43847,1,0,0,1
37857,Pear,Sales,30,22,9,132668.2523,21694.61583,1,1,0.314642175,0
37858,Cheerper,BigData,35,26,9,41617.98777,20981.67007,1,0,0.3865141,0.840749451
37859,Pear,Design,32,27,4,103943.9486,21918.47252,2,0.346437846,0,0.938481287
37860,Glasses,AI,44,36,8,89119.1356,13351.82423,3,0.684107216,0.406651114,0
37861,Glasses,BigData,32,26,6,83975.55804,21993.35468,2,0.334032469,0.774683475,0
37862,Pear,Design,38,30,7,40000,15877.49082,4,0.614564737,0,0.599962653
37863,Cheerper,BigData,39,33,6,66464.76645,10761.98131,3,0,0.71419983,0.302006672
37864,Pear,Sales,44,44,1,72221.14891,19002.70161,2,0.074339231,0,1
37865,Glasses,Search Engine,44,39,5,67368.5527,19225.96096,2,0.346270058,0.192849827,0.461736554
37866,Glasses,Search Engine,45,42,3,49967.73683,15646.83788,4,0,0.234262034,0.783736734
37867,Glasses,AI,42,39,4,116021.7714,14532.97387,3,0.629932593,0.689626494,0
37868,Cheerper,Support,33,28,5,106481.3995,12418.47948,5,0.583763053,1,0
37869,Glasses,AI,37,33,4,108545.5907,21741.20586,2,0.395269348,0.345591636,0.259421945
37870,Cheerper,Support,41,41,1,40000,23158.21621,2,0,0.939523935,0.91547375
37871,Pear,Sales,47,46,1,133328.9843,21884.99311,1,0.593687864,0,0.834696632
37872,Cheerper,AI,31,22,9,151627.4766,17503.14674,3,1,0.78144491,0
37873,Glasses,Design,34,26,7,95737.24405,16474.03232,2,0.599449326,0.09161523,0.309153298
37874,Cheerper,BigData,42,39,3,66323.67636,18540.7613,2,0,0.928349478,0.179351185
37875,Glasses,Search Engine,42,42,1,104046.7035,9443.626932,5,0.593866545,0.249306714,0.156780693
37876,Glasses,Search Engine,40,35,5,83880.9591,18023.06718,3,0.435180236,0,0.59653738
37877,Glasses,Search Engine,39,34,4,40000,18094.41495,4,0,0.586880054,0.630343363
37878,Glasses,Search Engine,36,35,1,92068.05318,21162.39456,3,0.287805835,0.081213545,0.630911385
37879,Glasses,AI,43,33,9,63453.02019,17264.75794,1,0.190624797,0.851970311,0
37880,Cheerper,BigData,31,24,7,104079.979,21352.66983,2,0.14337437,0.689040068,0.167602955
37881,Pear,Sales,30,25,5,118365.8485,15668.30497,3,0.900346455,0,0.47698272
37882,Glasses,AI,41,36,5,60884.37291,18375.46131,2,0.204192499,0.301267597,0.494653072
37883,Pear,Design,30,22,9,139813.1897,21911.02066,3,1,0,0.148646482
37884,Cheerper,BigData,38,29,9,61881.68539,24792.91,1,0,1,0.411001889
37885,Glasses,AI,33,27,6,96294.98316,14006.13206,3,0.653672435,0.117423075,0.228970968
37886,Pear,AI,43,45,1,83042.6968,23794.2812,3,0.324169992,0,0.706348805
37887,Pear,Design,30,22,7,112040.453,18129.27887,4,1,0,0
37888,Cheerper,Search Engine,49,47,5,89798.17008,19402.81458,1,0.037280587,0.676660212,0.286004831
37889,Cheerper,BigData,37,31,6,103440.5377,23859.7778,1,0.103987082,0.917650628,0
37890,Glasses,AI,41,37,4,80366.54821,15411.21151,2,0.349189017,0.507142849,0.143415951
37891,Glasses,AI,30,22,6,106172.0198,22564.62772,2,0.651258034,0.198399185,0.150220776
37892,Glasses,AI,37,30,7,108358.6641,14803.83344,2,0.206887733,0.70129773,0.091265757
37893,Glasses,Search Engine,30,22,9,55052.35891,16574.78048,3,0.259915845,0.938492178,0
37894,Glasses,Search Engine,31,24,7,73261.79182,20599.18663,2,0.078942973,0.737361566,0.184253227
37895,Pear,Sales,38,34,4,95555.01414,14605.34233,3,1,0,0.345068528
37896,Glasses,AI,48,43,5,131333.5955,15926.23896,2,1,0,0.05049027
37897,Cheerper,Support,42,38,5,67880.54377,17611.46572,3,0,0.777908767,0.492259219
37898,Glasses,Search Engine,33,31,2,130733.8231,12462.06997,5,0.732030489,0.039033879,0.228770848
37899,Pear,Design,32,27,4,81197.43071,16054.97172,5,0.953525168,0,0.365217267
37900,Pear,AI,34,30,4,40000,24792.91,2,0,0.20112185,0.849540897
37901,Glasses,AI,39,34,6,46976.77147,12318.44203,2,0,0.209142903,0.889897126
37902,Cheerper,Support,36,30,7,89357.1602,19492.65753,3,0.166625127,0.899389439,0
37903,Glasses,BigData,40,37,3,63616.75462,16886.02121,3,0,0.192572667,0.831282168
37904,Cheerper,Support,34,28,6,127328.7854,23075.61859,3,0.574632895,0.760211255,0
37905,Pear,Sales,41,33,8,82539.95454,12979.25288,3,1,0,0.101533636
37906,Cheerper,Search Engine,49,42,7,69083.844,23673.99897,1,0,0.859138036,0.200415604
37907,Pear,Sales,39,41,1,108231.8447,16317.31151,3,0.389183519,0,1
37908,Cheerper,Support,42,37,6,89302.90234,13174.56532,4,0.258737406,1,0
37909,Cheerper,Support,48,44,4,144268.7977,17834.56799,4,0.349703102,0.737013243,0
37910,Glasses,Search Engine,30,22,6,57961.75646,21506.49285,2,0.020933559,0.511380305,0.467383344
37911,Pear,Sales,38,38,1,125636.6685,12419.07486,5,1,0,0.65506965
37912,Cheerper,BigData,42,37,5,64936.37941,9386.352746,5,0.217579898,0.725841491,0.05653297
37913,Glasses,Search Engine,37,30,7,68599.7381,17563.89641,2,0.040655604,0.807162302,0.152239867
37914,Glasses,Design,46,43,3,117258.5054,20252.06312,2,0.572183712,0.32041448,0.10706014
37915,Glasses,Search Engine,44,45,1,69395.81576,16224.90358,4,0.195976892,0.459904462,0.344032728
37916,Glasses,Design,36,34,2,101215.0461,10876.92959,4,0.937659421,0.030976223,0.032006736
37917,Glasses,AI,42,44,1,98310.1455,14157.9513,5,0.8071749,0,0.302177094
37918,Pear,Sales,33,31,1,117450.8998,12923.37557,4,1,0,0.192162002
37919,Glasses,AI,30,22,7,96069.58848,19243.96673,2,0.564975514,0.367130209,0.067687228
